,Local time in Cape Town,T,Po,P,Pa,U,DD,Ff,ff10,Td
4164,2019-06-23 14:00:00,17.5,762.1,766.3,-2.2,766.3,Wind blowing from the south-southwest,3.0,4.0,10.8
4165,2019-06-23 15:00:00,17.5,762.1,766.3,-2.2,766.3,Wind blowing from the south-southwest,3.0,4.0,10.8
4166,2019-06-23 16:00:00,17.5,762.1,766.3,-2.2,766.3,Wind blowing from the south-southwest,3.0,4.0,10.8
4167,2019-06-23 17:00:00,16.2,761.4,765.6,-0.7,765.6,Wind blowing from the south,4.0,6.926041261191125,10.9
4168,2019-06-23 18:00:00,16.2,761.4,765.6,-0.7,765.6,Wind blowing from the south,4.0,6.926041261191125,10.9
4169,2019-06-23 19:00:00,16.2,761.4,765.6,-0.7,765.6,Wind blowing from the south,4.0,6.926041261191125,10.9
4170,2019-06-23 20:00:00,11.0,761.5,765.7,0.1,765.7,Wind blowing from the south-southeast,3.0,3.0,10.7
4171,2019-06-23 21:00:00,11.0,761.5,765.7,0.1,765.7,Wind blowing from the south-southeast,3.0,3.0,10.7
4172,2019-06-23 22:00:00,11.0,761.5,765.7,0.1,765.7,Wind blowing from the south-southeast,3.0,3.0,10.7
4173,2019-06-23 23:00:00,10.5,761.2,765.4,-0.3,765.4,Wind blowing from the south-southwest,2.0,3.0,10.2
4174,2019-06-24 00:00:00,10.5,761.2,765.4,-0.3,765.4,Wind blowing from the south-southwest,2.0,3.0,10.2
4175,2019-06-24 01:00:00,10.5,761.2,765.4,-0.3,765.4,Wind blowing from the south-southwest,2.0,3.0,10.2
4176,2019-06-24 02:00:00,11.4,760.3,764.5,-0.9,764.5,Wind blowing from the south-west,3.0,4.0,11.1
4177,2019-06-24 03:00:00,11.4,760.3,764.5,-0.9,764.5,Wind blowing from the south-west,3.0,4.0,11.1
4178,2019-06-24 04:00:00,11.4,760.3,764.5,-0.9,764.5,Wind blowing from the south-west,3.0,4.0,11.1
4179,2019-06-24 05:00:00,9.0,759.8,764.0,-0.5,764.0,Wind blowing from the south-southwest,2.0,3.0,8.5
4180,2019-06-24 06:00:00,9.0,759.8,764.0,-0.5,764.0,Wind blowing from the south-southwest,2.0,3.0,8.5
4181,2019-06-24 07:00:00,9.0,759.8,764.0,-0.5,764.0,Wind blowing from the south-southwest,2.0,3.0,8.5
4182,2019-06-24 08:00:00,9.2,760.6,764.9,0.8,764.9,Wind blowing from the south,3.0,4.0,9.0
4183,2019-06-24 09:00:00,9.2,760.6,764.9,0.8,764.9,Wind blowing from the south,3.0,4.0,9.0
4184,2019-06-24 10:00:00,9.2,760.6,764.9,0.8,764.9,Wind blowing from the south,3.0,4.0,9.0
4185,2019-06-24 11:00:00,15.3,761.6,765.7,1.0,765.7,Wind blowing from the south,4.0,8.0,12.3
4186,2019-06-24 12:00:00,15.3,761.6,765.7,1.0,765.7,Wind blowing from the south,4.0,8.0,12.3
4187,2019-06-24 13:00:00,15.3,761.6,765.7,1.0,765.7,Wind blowing from the south,4.0,8.0,12.3
4188,2019-06-24 14:00:00,17.1,760.9,765.1,-0.7,765.1,Wind blowing from the south,7.0,8.0,10.7
4189,2019-06-24 15:00:00,17.1,760.9,765.1,-0.7,765.1,Wind blowing from the south,7.0,8.0,10.7
4190,2019-06-24 16:00:00,17.1,760.9,765.1,-0.7,765.1,Wind blowing from the south,7.0,8.0,10.7
4191,2019-06-24 17:00:00,14.1,761.0,765.2,0.1,765.2,Wind blowing from the south,6.0,8.0,10.6
4192,2019-06-24 18:00:00,14.1,761.0,765.2,0.1,765.2,Wind blowing from the south,6.0,8.0,10.6
4193,2019-06-24 19:00:00,14.1,761.0,765.2,0.1,765.2,Wind blowing from the south,6.0,8.0,10.6
4194,2019-06-24 20:00:00,13.4,761.3,765.5,0.3,765.5,Wind blowing from the south,9.0,10.0,11.9
4195,2019-06-24 21:00:00,13.4,761.3,765.5,0.3,765.5,Wind blowing from the south,9.0,10.0,11.9
4196,2019-06-24 22:00:00,13.4,761.3,765.5,0.3,765.5,Wind blowing from the south,9.0,10.0,11.9
4197,2019-06-24 23:00:00,13.1,761.3,765.5,0.0,765.5,Wind blowing from the south-southeast,9.0,12.0,10.0
4198,2019-06-25 00:00:00,13.1,761.3,765.5,0.0,765.5,Wind blowing from the south-southeast,9.0,12.0,10.0
4199,2019-06-25 01:00:00,13.1,761.3,765.5,0.0,765.5,Wind blowing from the south-southeast,9.0,12.0,10.0
4200,2019-06-25 02:00:00,11.9,760.8,765.0,-0.5,765.0,Wind blowing from the south-southeast,4.0,6.0,9.3
4201,2019-06-25 03:00:00,11.9,760.8,765.0,-0.5,765.0,Wind blowing from the south-southeast,4.0,6.0,9.3
4202,2019-06-25 04:00:00,11.9,760.8,765.0,-0.5,765.0,Wind blowing from the south-southeast,4.0,6.0,9.3
4203,2019-06-25 05:00:00,11.5,760.3,764.5,-0.5,764.5,Wind blowing from the south-east,3.0,5.0,8.3
4204,2019-06-25 06:00:00,11.5,760.3,764.5,-0.5,764.5,Wind blowing from the south-east,3.0,5.0,8.3
4205,2019-06-25 07:00:00,11.5,760.3,764.5,-0.5,764.5,Wind blowing from the south-east,3.0,5.0,8.3
4206,2019-06-25 08:00:00,11.5,760.3,764.5,0.0,764.5,Wind blowing from the south-east,3.0,3.0,8.3
4207,2019-06-25 09:00:00,11.5,760.3,764.5,0.0,764.5,Wind blowing from the south-east,3.0,3.0,8.3
4208,2019-06-25 10:00:00,11.5,760.3,764.5,0.0,764.5,Wind blowing from the south-east,3.0,3.0,8.3
4209,2019-06-25 11:00:00,11.5,760.3,764.5,0.0,764.5,Wind blowing from the south-east,3.0,6.0,8.3
4210,2019-06-25 12:00:00,11.5,760.3,764.5,0.0,764.5,Wind blowing from the south-east,3.0,6.0,8.3
4211,2019-06-25 13:00:00,11.5,760.3,764.5,0.0,764.5,Wind blowing from the south-east,3.0,6.0,8.3
4212,2019-06-25 14:00:00,19.4,760.0,764.1,-0.3,764.1,Wind blowing from the south-east,5.0,6.0,8.4
4213,2019-06-25 15:00:00,19.4,760.0,764.1,-0.3,764.1,Wind blowing from the south-east,5.0,6.0,8.4
4214,2019-06-25 16:00:00,19.4,760.0,764.1,-0.3,764.1,Wind blowing from the south-east,5.0,6.0,8.4
4215,2019-06-25 17:00:00,16.4,760.3,764.4,0.3,764.4,Wind blowing from the south-east,6.0,8.0,9.6
4216,2019-06-25 18:00:00,16.4,760.3,764.4,0.3,764.4,Wind blowing from the south-east,6.0,8.0,9.6
4217,2019-06-25 19:00:00,16.4,760.3,764.4,0.3,764.4,Wind blowing from the south-east,6.0,8.0,9.6
4218,2019-06-25 20:00:00,13.9,761.0,765.2,0.7,765.2,Wind blowing from the south-east,4.0,6.0,9.0
4219,2019-06-25 21:00:00,13.9,761.0,765.2,0.7,765.2,Wind blowing from the south-east,4.0,6.0,9.0
4220,2019-06-25 22:00:00,13.9,761.0,765.2,0.7,765.2,Wind blowing from the south-east,4.0,6.0,9.0
4221,2019-06-25 23:00:00,13.9,761.2,765.4,0.2,765.4,Wind blowing from the south-east,5.0,6.0,9.4
4222,2019-06-26 00:00:00,13.9,761.2,765.4,0.2,765.4,Wind blowing from the south-east,5.0,6.0,9.4
4223,2019-06-26 01:00:00,13.9,761.2,765.4,0.2,765.4,Wind blowing from the south-east,5.0,6.0,9.4
4224,2019-06-26 02:00:00,13.9,760.8,765.0,-0.4,765.0,Wind blowing from the south-east,6.0,6.0,9.9
4225,2019-06-26 03:00:00,13.9,760.8,765.0,-0.4,765.0,Wind blowing from the south-east,6.0,6.0,9.9
4226,2019-06-26 04:00:00,13.9,760.8,765.0,-0.4,765.0,Wind blowing from the south-east,6.0,6.0,9.9
4227,2019-06-26 05:00:00,13.9,760.8,765.0,0.0,765.0,Wind blowing from the south-east,6.0,6.926041261191125,9.9
4228,2019-06-26 06:00:00,13.9,760.8,765.0,0.0,765.0,Wind blowing from the south-east,6.0,6.926041261191125,9.9
4229,2019-06-26 07:00:00,13.9,760.8,765.0,0.0,765.0,Wind blowing from the south-east,6.0,6.926041261191125,9.9
4230,2019-06-26 08:00:00,12.1,761.3,765.4,0.5,765.4,Wind blowing from the west,4.0,6.926041261191125,8.9
4231,2019-06-26 09:00:00,12.1,761.3,765.4,0.5,765.4,Wind blowing from the west,4.0,6.926041261191125,8.9
4232,2019-06-26 10:00:00,12.1,761.3,765.4,0.5,765.4,Wind blowing from the west,4.0,6.926041261191125,8.9
4233,2019-06-26 11:00:00,17.5,761.7,765.8,0.4,765.8,Wind blowing from the west,3.0,4.0,9.5
4234,2019-06-26 12:00:00,17.5,761.7,765.8,0.4,765.8,Wind blowing from the west,3.0,4.0,9.5
4235,2019-06-26 13:00:00,17.5,761.7,765.8,0.4,765.8,Wind blowing from the west,3.0,4.0,9.5
4236,2019-06-26 14:00:00,15.4,760.3,764.5,-1.4,764.5,Wind blowing from the north-west,6.0,7.0,10.7
4237,2019-06-26 15:00:00,15.4,760.3,764.5,-1.4,764.5,Wind blowing from the north-west,6.0,7.0,10.7
4238,2019-06-26 16:00:00,15.4,760.3,764.5,-1.4,764.5,Wind blowing from the north-west,6.0,7.0,10.7
4239,2019-06-26 17:00:00,14.0,760.3,764.5,0.0,764.5,Wind blowing from the north-west,5.0,6.0,10.5
4240,2019-06-26 18:00:00,14.0,760.3,764.5,0.0,764.5,Wind blowing from the north-west,5.0,6.0,10.5
4241,2019-06-26 19:00:00,14.0,760.3,764.5,0.0,764.5,Wind blowing from the north-west,5.0,6.0,10.5
4242,2019-06-26 20:00:00,12.1,760.2,764.4,-0.1,764.4,Wind blowing from the north-west,3.0,4.0,11.0
4243,2019-06-26 21:00:00,12.1,760.2,764.4,-0.1,764.4,Wind blowing from the north-west,3.0,4.0,11.0
4244,2019-06-26 22:00:00,12.1,760.2,764.4,-0.1,764.4,Wind blowing from the north-west,3.0,4.0,11.0
4245,2019-06-26 23:00:00,9.1,759.1,763.3,-1.1,763.3,Wind blowing from the north-northwest,2.0,2.0,8.6
4246,2019-06-27 00:00:00,9.1,759.1,763.3,-1.1,763.3,Wind blowing from the north-northwest,2.0,2.0,8.6
4247,2019-06-27 01:00:00,9.1,759.1,763.3,-1.1,763.3,Wind blowing from the north-northwest,2.0,2.0,8.6
4248,2019-06-27 02:00:00,10.5,758.4,762.6,-0.7,762.6,Wind blowing from the north-east,3.0,3.0,10.3
4249,2019-06-27 03:00:00,10.5,758.4,762.6,-0.7,762.6,Wind blowing from the north-east,3.0,3.0,10.3
4250,2019-06-27 04:00:00,10.5,758.4,762.6,-0.7,762.6,Wind blowing from the north-east,3.0,3.0,10.3
4251,2019-06-27 05:00:00,9.2,756.4,760.7,-2.0,760.7,Wind blowing from the north-northwest,3.0,3.0,9.0
4252,2019-06-27 06:00:00,9.2,756.4,760.7,-2.0,760.7,Wind blowing from the north-northwest,3.0,3.0,9.0
4253,2019-06-27 07:00:00,9.2,756.4,760.7,-2.0,760.7,Wind blowing from the north-northwest,3.0,3.0,9.0
4254,2019-06-27 08:00:00,7.1,755.8,760.0,-0.6,760.0,Wind blowing from the west-northwest,2.0,2.0,6.7
4255,2019-06-27 09:00:00,7.1,755.8,760.0,-0.6,760.0,Wind blowing from the west-northwest,2.0,2.0,6.7
4256,2019-06-27 10:00:00,7.1,755.8,760.0,-0.6,760.0,Wind blowing from the west-northwest,2.0,2.0,6.7
4257,2019-06-27 11:00:00,7.1,755.8,760.0,-0.6,760.0,Wind blowing from the west-northwest,2.0,2.0,6.7
4258,2019-06-27 12:00:00,7.1,755.8,760.0,-0.6,760.0,Wind blowing from the west-northwest,2.0,2.0,6.7
4259,2019-06-27 13:00:00,7.1,755.8,760.0,-0.6,760.0,Wind blowing from the west-northwest,2.0,2.0,6.7
4260,2019-06-27 14:00:00,15.5,753.5,757.6,0.004967367657722998,757.6,Wind blowing from the north-west,7.0,10.0,10.0
4261,2019-06-27 15:00:00,15.5,753.5,757.6,0.004967367657722998,757.6,Wind blowing from the north-west,7.0,10.0,10.0
4262,2019-06-27 16:00:00,15.5,753.5,757.6,0.004967367657722998,757.6,Wind blowing from the north-west,7.0,10.0,10.0
4263,2019-06-27 17:00:00,14.7,753.1,757.3,-0.4,757.3,Wind blowing from the north,12.0,16.0,8.7
4264,2019-06-27 18:00:00,14.7,753.1,757.3,-0.4,757.3,Wind blowing from the north,12.0,16.0,8.7
4265,2019-06-27 19:00:00,14.7,753.1,757.3,-0.4,757.3,Wind blowing from the north,12.0,16.0,8.7
4266,2019-06-27 20:00:00,12.6,753.9,758.0,0.8,758.0,Wind blowing from the north,11.0,15.0,9.3
4267,2019-06-27 21:00:00,12.6,753.9,758.0,0.8,758.0,Wind blowing from the north,11.0,15.0,9.3
4268,2019-06-27 22:00:00,12.6,753.9,758.0,0.8,758.0,Wind blowing from the north,11.0,15.0,9.3
4269,2019-06-27 23:00:00,12.2,754.5,758.6,0.6,758.6,Wind blowing from the north-northwest,14.0,17.0,10.4
4270,2019-06-28 00:00:00,12.2,754.5,758.6,0.6,758.6,Wind blowing from the north-northwest,14.0,17.0,10.4
4271,2019-06-28 01:00:00,12.2,754.5,758.6,0.6,758.6,Wind blowing from the north-northwest,14.0,17.0,10.4
4272,2019-06-28 02:00:00,12.2,754.5,758.6,0.6,758.6,Wind blowing from the north-northwest,14.0,17.0,10.4
4273,2019-06-28 03:00:00,12.2,754.5,758.6,0.6,758.6,Wind blowing from the north-northwest,14.0,17.0,10.4
4274,2019-06-28 04:00:00,12.2,754.5,758.6,0.6,758.6,Wind blowing from the north-northwest,14.0,17.0,10.4
4275,2019-06-28 05:00:00,12.3,755.3,759.5,0.004967367657722998,759.5,Wind blowing from the north,5.0,8.0,10.8
4276,2019-06-28 06:00:00,12.3,755.3,759.5,0.004967367657722998,759.5,Wind blowing from the north,5.0,8.0,10.8
4277,2019-06-28 07:00:00,12.3,755.3,759.5,0.004967367657722998,759.5,Wind blowing from the north,5.0,8.0,10.8
4278,2019-06-28 08:00:00,12.6,756.7,760.9,1.4,760.9,Wind blowing from the north,6.0,7.0,10.9
4279,2019-06-28 09:00:00,12.6,756.7,760.9,1.4,760.9,Wind blowing from the north,6.0,7.0,10.9
4280,2019-06-28 10:00:00,12.6,756.7,760.9,1.4,760.9,Wind blowing from the north,6.0,7.0,10.9
4281,2019-06-28 11:00:00,14.9,758.4,762.5,1.7,762.5,Wind blowing from the north-west,6.0,7.0,9.5
4282,2019-06-28 12:00:00,14.9,758.4,762.5,1.7,762.5,Wind blowing from the north-west,6.0,7.0,9.5
4283,2019-06-28 13:00:00,14.9,758.4,762.5,1.7,762.5,Wind blowing from the north-west,6.0,7.0,9.5
4284,2019-06-28 14:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,8.0,9.5
4285,2019-06-28 15:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,8.0,9.5
4286,2019-06-28 16:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,8.0,9.5
4287,2019-06-28 17:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,10.0,9.5
4288,2019-06-28 18:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,10.0,9.5
4289,2019-06-28 19:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,10.0,9.5
4290,2019-06-28 20:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,6.926041261191125,9.5
4291,2019-06-28 21:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,6.926041261191125,9.5
4292,2019-06-28 22:00:00,14.9,758.4,762.5,0.0,762.5,Wind blowing from the north-west,6.0,6.926041261191125,9.5
4293,2019-06-28 23:00:00,12.1,760.3,764.5,1.9,764.5,"Calm, no wind",0.0,6.926041261191125,9.9
4294,2019-06-29 00:00:00,12.1,760.3,764.5,1.9,764.5,"Calm, no wind",0.0,6.926041261191125,9.9
4295,2019-06-29 01:00:00,12.1,760.3,764.5,1.9,764.5,"Calm, no wind",0.0,6.926041261191125,9.9
4296,2019-06-29 02:00:00,11.7,759.5,763.7,-0.8,763.7,Wind blowing from the north,7.0,8.0,9.9
4297,2019-06-29 03:00:00,11.7,759.5,763.7,-0.8,763.7,Wind blowing from the north,7.0,8.0,9.9
4298,2019-06-29 04:00:00,11.7,759.5,763.7,-0.8,763.7,Wind blowing from the north,7.0,8.0,9.9
4299,2019-06-29 05:00:00,11.8,759.0,763.2,-0.5,763.2,Wind blowing from the north,6.0,7.0,9.0
4300,2019-06-29 06:00:00,11.8,759.0,763.2,-0.5,763.2,Wind blowing from the north,6.0,7.0,9.0
4301,2019-06-29 07:00:00,11.8,759.0,763.2,-0.5,763.2,Wind blowing from the north,6.0,7.0,9.0
4302,2019-06-29 08:00:00,11.7,758.9,763.1,-0.1,763.1,Wind blowing from the north,7.0,8.0,9.7
4303,2019-06-29 09:00:00,11.7,758.9,763.1,-0.1,763.1,Wind blowing from the north,7.0,8.0,9.7
4304,2019-06-29 10:00:00,11.7,758.9,763.1,-0.1,763.1,Wind blowing from the north,7.0,8.0,9.7
4305,2019-06-29 11:00:00,14.2,759.1,763.3,0.2,763.3,"Calm, no wind",0.0,6.926041261191125,9.0
4306,2019-06-29 12:00:00,14.2,759.1,763.3,0.2,763.3,"Calm, no wind",0.0,6.926041261191125,9.0
4307,2019-06-29 13:00:00,14.2,759.1,763.3,0.2,763.3,"Calm, no wind",0.0,6.926041261191125,9.0
4308,2019-06-29 14:00:00,16.2,757.4,761.5,-1.7,761.5,"Calm, no wind",0.0,6.926041261191125,8.7
4309,2019-06-29 15:00:00,16.2,757.4,761.5,-1.7,761.5,"Calm, no wind",0.0,6.926041261191125,8.7
4310,2019-06-29 16:00:00,16.2,757.4,761.5,-1.7,761.5,"Calm, no wind",0.0,6.926041261191125,8.7
4311,2019-06-29 17:00:00,15.9,757.3,761.5,-0.1,761.5,"Calm, no wind",0.0,6.926041261191125,7.8
4312,2019-06-29 18:00:00,15.9,757.3,761.5,-0.1,761.5,"Calm, no wind",0.0,6.926041261191125,7.8
4313,2019-06-29 19:00:00,15.9,757.3,761.5,-0.1,761.5,"Calm, no wind",0.0,6.926041261191125,7.8
4314,2019-06-29 20:00:00,14.5,757.9,762.1,0.6,762.1,"Calm, no wind",0.0,6.926041261191125,8.0
4315,2019-06-29 21:00:00,14.5,757.9,762.1,0.6,762.1,"Calm, no wind",0.0,6.926041261191125,8.0
4316,2019-06-29 22:00:00,14.5,757.9,762.1,0.6,762.1,"Calm, no wind",0.0,6.926041261191125,8.0
4317,2019-06-29 23:00:00,11.8,757.9,762.1,0.0,762.1,Wind blowing from the north-northeast,8.0,11.0,7.9
4318,2019-06-30 00:00:00,11.8,757.9,762.1,0.0,762.1,Wind blowing from the north-northeast,8.0,11.0,7.9
4319,2019-06-30 01:00:00,11.8,757.9,762.1,0.0,762.1,Wind blowing from the north-northeast,8.0,11.0,7.9
4320,2019-06-30 02:00:00,13.2,757.2,761.4,-0.7,761.4,Wind blowing from the north-northeast,6.0,6.0,7.6
4321,2019-06-30 03:00:00,13.2,757.2,761.4,-0.7,761.4,Wind blowing from the north-northeast,6.0,6.0,7.6
4322,2019-06-30 04:00:00,13.2,757.2,761.4,-0.7,761.4,Wind blowing from the north-northeast,6.0,6.0,7.6
4323,2019-06-30 05:00:00,11.8,756.5,760.7,-0.7,760.7,Wind blowing from the north-northeast,6.0,7.0,6.9
4324,2019-06-30 06:00:00,11.8,756.5,760.7,-0.7,760.7,Wind blowing from the north-northeast,6.0,7.0,6.9
4325,2019-06-30 07:00:00,11.8,756.5,760.7,-0.7,760.7,Wind blowing from the north-northeast,6.0,7.0,6.9
4326,2019-06-30 08:00:00,11.8,756.5,760.7,0.0,760.7,Wind blowing from the north-northeast,6.0,6.926041261191125,6.9
4327,2019-06-30 09:00:00,11.8,756.5,760.7,0.0,760.7,Wind blowing from the north-northeast,6.0,6.926041261191125,6.9
4328,2019-06-30 10:00:00,11.8,756.5,760.7,0.0,760.7,Wind blowing from the north-northeast,6.0,6.926041261191125,6.9
4329,2019-06-30 11:00:00,13.9,756.2,760.3,-0.3,760.3,Wind blowing from the north-northeast,5.0,8.0,8.3
4330,2019-06-30 12:00:00,13.9,756.2,760.3,-0.3,760.3,Wind blowing from the north-northeast,5.0,8.0,8.3
4331,2019-06-30 13:00:00,13.9,756.2,760.3,-0.3,760.3,Wind blowing from the north-northeast,5.0,8.0,8.3
4332,2019-06-30 14:00:00,16.4,753.5,757.6,-2.7,757.6,Wind blowing from the north,10.0,13.0,9.4
4333,2019-06-30 15:00:00,16.4,753.5,757.6,-2.7,757.6,Wind blowing from the north,10.0,13.0,9.4
4334,2019-06-30 16:00:00,16.4,753.5,757.6,-2.7,757.6,Wind blowing from the north,10.0,13.0,9.4
4335,2019-06-30 17:00:00,14.3,754.1,758.2,0.6,758.2,Wind blowing from the north,10.0,12.0,8.0
4336,2019-06-30 18:00:00,14.3,754.1,758.2,0.6,758.2,Wind blowing from the north,10.0,12.0,8.0
4337,2019-06-30 19:00:00,14.3,754.1,758.2,0.6,758.2,Wind blowing from the north,10.0,12.0,8.0
4338,2019-06-30 20:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,11.0,8.0
4339,2019-06-30 21:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,11.0,8.0
4340,2019-06-30 22:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,11.0,8.0
4341,2019-06-30 23:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,6.926041261191125,8.0
4342,2019-07-01 00:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,6.926041261191125,8.0
4343,2019-07-01 01:00:00,14.3,754.1,758.2,0.0,758.2,Wind blowing from the north,10.0,6.926041261191125,8.0
4344,2019-07-01 02:00:00,17.6,754.2,758.2,-1.2,758.2,Wind blowing from the south-west,4.0,6.926041261191125,15.0
4345,2019-07-01 03:00:00,17.6,754.2,758.2,-1.2,758.2,Wind blowing from the south-west,4.0,6.926041261191125,15.0
4346,2019-07-01 04:00:00,17.6,754.2,758.2,-1.2,758.2,Wind blowing from the south-west,4.0,6.926041261191125,15.0
4347,2019-07-01 05:00:00,17.3,752.8,756.9,-1.4,756.9,Wind blowing from the west-southwest,5.0,8.0,15.2
4348,2019-07-01 06:00:00,17.3,752.8,756.9,-1.4,756.9,Wind blowing from the west-southwest,5.0,8.0,15.2
4349,2019-07-01 07:00:00,17.3,752.8,756.9,-1.4,756.9,Wind blowing from the west-southwest,5.0,8.0,15.2
4350,2019-07-01 08:00:00,19.1,753.9,757.9,1.1,757.9,Wind blowing from the south-west,6.0,9.0,15.2
4351,2019-07-01 09:00:00,19.1,753.9,757.9,1.1,757.9,Wind blowing from the south-west,6.0,9.0,15.2
4352,2019-07-01 10:00:00,19.1,753.9,757.9,1.1,757.9,Wind blowing from the south-west,6.0,9.0,15.2
4353,2019-07-01 11:00:00,22.3,754.3,758.4,0.4,758.4,Wind blowing from the south-southwest,10.0,13.0,15.2
4354,2019-07-01 12:00:00,22.3,754.3,758.4,0.4,758.4,Wind blowing from the south-southwest,10.0,13.0,15.2
4355,2019-07-01 13:00:00,22.3,754.3,758.4,0.4,758.4,Wind blowing from the south-southwest,10.0,13.0,15.2
4356,2019-07-01 14:00:00,22.3,754.3,758.4,0.0,758.4,Wind blowing from the south-southwest,10.0,11.0,15.2
4357,2019-07-01 15:00:00,22.3,754.3,758.4,0.0,758.4,Wind blowing from the south-southwest,10.0,11.0,15.2
4358,2019-07-01 16:00:00,22.3,754.3,758.4,0.0,758.4,Wind blowing from the south-southwest,10.0,11.0,15.2
4359,2019-07-01 17:00:00,22.3,754.3,758.4,0.0,758.4,Wind blowing from the south-southwest,10.0,11.0,15.2
4360,2019-07-01 18:00:00,22.3,754.3,758.4,0.0,758.4,Wind blowing from the south-southwest,10.0,11.0,15.2
4361,2019-07-01 19:00:00,22.3,754.3,758.4,0.0,758.4,Wind blowing from the south-southwest,10.0,11.0,15.2
4362,2019-07-01 20:00:00,19.7,753.9,757.9,-0.4,757.9,Wind blowing from the south-southwest,9.0,12.0,14.6
4363,2019-07-01 21:00:00,19.7,753.9,757.9,-0.4,757.9,Wind blowing from the south-southwest,9.0,12.0,14.6
4364,2019-07-01 22:00:00,19.7,753.9,757.9,-0.4,757.9,Wind blowing from the south-southwest,9.0,12.0,14.6
4365,2019-07-01 23:00:00,18.8,754.4,758.5,0.5,758.5,Wind blowing from the south-southwest,8.0,12.0,14.3
4366,2019-07-02 00:00:00,18.8,754.4,758.5,0.5,758.5,Wind blowing from the south-southwest,8.0,12.0,14.3
4367,2019-07-02 01:00:00,18.8,754.4,758.5,0.5,758.5,Wind blowing from the south-southwest,8.0,12.0,14.3
4368,2019-07-02 02:00:00,21.8,753.4,757.3,0.0,757.3,Wind blowing from the south-west,8.0,10.0,15.4
4369,2019-07-02 03:00:00,21.8,753.4,757.3,0.0,757.3,Wind blowing from the south-west,8.0,10.0,15.4
4370,2019-07-02 04:00:00,21.8,753.4,757.3,0.0,757.3,Wind blowing from the south-west,8.0,10.0,15.4
4371,2019-07-02 05:00:00,19.9,751.1,755.2,-2.3,755.2,Wind blowing from the south-southwest,2.0,3.0,14.7
4372,2019-07-02 06:00:00,19.9,751.1,755.2,-2.3,755.2,Wind blowing from the south-southwest,2.0,3.0,14.7
4373,2019-07-02 07:00:00,19.9,751.1,755.2,-2.3,755.2,Wind blowing from the south-southwest,2.0,3.0,14.7
4374,2019-07-02 08:00:00,24.2,751.6,755.7,0.5,755.7,Wind blowing from the south-southwest,4.0,6.926041261191125,15.2
4375,2019-07-02 09:00:00,24.2,751.6,755.7,0.5,755.7,Wind blowing from the south-southwest,4.0,6.926041261191125,15.2
4376,2019-07-02 10:00:00,24.2,751.6,755.7,0.5,755.7,Wind blowing from the south-southwest,4.0,6.926041261191125,15.2
4377,2019-07-02 11:00:00,30.2,751.9,755.8,0.3,755.8,Wind blowing from the south,4.0,4.0,14.2
4378,2019-07-02 12:00:00,30.2,751.9,755.8,0.3,755.8,Wind blowing from the south,4.0,4.0,14.2
4379,2019-07-02 13:00:00,30.2,751.9,755.8,0.3,755.8,Wind blowing from the south,4.0,4.0,14.2
4380,2019-07-02 14:00:00,36.5,751.1,754.9,-0.8,754.9,Wind blowing from the north-west,5.0,7.0,12.3
4381,2019-07-02 15:00:00,36.5,751.1,754.9,-0.8,754.9,Wind blowing from the north-west,5.0,7.0,12.3
4382,2019-07-02 16:00:00,36.5,751.1,754.9,-0.8,754.9,Wind blowing from the north-west,5.0,7.0,12.3
4383,2019-07-02 17:00:00,31.9,751.0,754.9,-0.1,754.9,Wind blowing from the west-northwest,8.0,10.0,11.1
4384,2019-07-02 18:00:00,31.9,751.0,754.9,-0.1,754.9,Wind blowing from the west-northwest,8.0,10.0,11.1
4385,2019-07-02 19:00:00,31.9,751.0,754.9,-0.1,754.9,Wind blowing from the west-northwest,8.0,10.0,11.1
4386,2019-07-02 20:00:00,19.9,751.9,755.9,0.9,755.9,Wind blowing from the north-west,8.0,10.0,15.4
4387,2019-07-02 21:00:00,19.9,751.9,755.9,0.9,755.9,Wind blowing from the north-west,8.0,10.0,15.4
4388,2019-07-02 22:00:00,19.9,751.9,755.9,0.9,755.9,Wind blowing from the north-west,8.0,10.0,15.4
4389,2019-07-02 23:00:00,19.0,752.8,756.9,0.9,756.9,Wind blowing from the north-northwest,6.0,7.0,16.5
4390,2019-07-03 00:00:00,19.0,752.8,756.9,0.9,756.9,Wind blowing from the north-northwest,6.0,7.0,16.5
4391,2019-07-03 01:00:00,19.0,752.8,756.9,0.9,756.9,Wind blowing from the north-northwest,6.0,7.0,16.5
